µçÑ¹,µçÁ÷
231.099,0.027
237.989,0.027
246.624,0.027
256.642,0.027
264.986,0.039
272.466,0.362
279.358,1.574
285.687,2.701
291.263,2.983
296.192,2.92
300.677,2.768
305.181,2.735
310.328,2.907
315.555,2.969
320.198,2.798
323.872,2.451
326.41,1.99
328.146,1.604
329.628,1.393
330.93,1.253
331.901,1.093
332.383,0.881
332.236,0.617
330.665,0.278
324.516,0.023
311.193,-0.028
294.404,-0.03
280.883,-0.03
272.181,-0.03
263.632,-0.03
254.254,-0.03
244.486,-0.03
233.618,-0.03
221.814,-0.03
209.388,-0.03
196.359,-0.031
183.367,-0.031
170.044,-0.031
156.914,-0.031
144.095,-0.031
129.027,-0.031
112.182,-0.031
94.958,-0.032
77.505,-0.032
60.263,-0.032
44.656,-0.032
29.964,-0.032
13.886,-0.033
-2.914,-0.033
-20.533,-0.033
-37.583,-0.033
-54.202,-0.033
-71.269,-0.034
-87.049,-0.034
-101.661,-0.034
-115.81,-0.034
-130.151,-0.034
-144.189,-0.034
-157.817,-0.034
-172.284,-0.034
-184.658,-0.035
-196.357,-0.035
-209.712,-0.035
-222.213,-0.035
-231.417,-0.035
-238.42,-0.035
-246.99,-0.035
-256.842,-0.035
-264.946,-0.045
-272.316,-0.34
-279.161,-1.511
-285.339,-2.627
-290.676,-2.888
-295.376,-2.831
-300.168,-2.849
-305.443,-2.993
-310.941,-3.091
-316.002,-2.983
-320.353,-2.726
-323.851,-2.382
-326.354,-1.961
-328.087,-1.599
-329.559,-1.397
-330.88,-1.266
-331.883,-1.113
-332.392,-0.903
-332.278,-0.639
-330.761,-0.3
-324.634,-0.037
-311.479,0.021
-294.799,0.022
-280.978,0.022
-272.179,0.022
-263.969,0.022
-254.947,0.023
-245.377,0.023
-234.627,0.023
-222.673,0.023
-209.96,0.023
-196.656,0.023
-183.317,0.023
-169.882,0.024
-156.89,0.024
-144.214,0.024
-129.277,0.024
-112.513,0.024
-95.162,0.024
-77.493,0.024
-60.356,0.024
-45.447,0.025
-31.398,0.025
-15.653,0.025
1.255,0.025
19.456,0.025
37.049,0.025
53.764,0.026
70.453,0.026
85.932,0.026
101.086,0.026
116.289,0.026
130.923,0.026
144.308,0.026
156.989,0.027
170.906,0.027
183.338,0.027
195.238,0.027
208.764,0.027
221.119,0.027
230.203,0.027
237.099,0.027
245.522,0.027
255.72,0.027
264.311,0.036
271.859,0.319
278.793,1.489
285.163,2.663
290.838,2.995
295.841,2.945
300.344,2.783
304.821,2.731
309.946,2.899
315.18,2.969
319.866,2.812
323.62,2.48
326.241,2.027
328.035,1.629
329.526,1.408
330.837,1.263
331.821,1.1
332.318,0.887
332.201,0.63
330.798,0.299
325.156,0.033
312.436,-0.028
295.737,-0.03
281.643,-0.03
272.604,-0.03
264.241,-0.03
254.94,-0.03
245.298,-0.03
234.598,-0.03
222.747,-0.03
210.31,-0.03
197.274,-0.031
184.164,-0.031
170.832,-0.031
157.824,-0.031
145.316,-0.031
130.474,-0.031
113.547,-0.032
96.145,-0.032
78.609,-0.032
61.355,-0.032
45.802,-0.032
31.173,-0.032
15.253,-0.033
-1.38,-0.033
-19.265,-0.033
-36.856,-0.033
-53.552,-0.033
-70.311,-0.033
-85.875,-0.034
-100.438,-0.034
-114.69,-0.034
-129.14,-0.034
-143.402,-0.034
-157.085,-0.034
-171.493,-0.035
-183.778,-0.035
-195.269,-0.035
-208.45,-0.035
-221.072,-0.035
-230.594,-0.035
-237.677,-0.035
-246.146,-0.035
-256.174,-0.035
-264.516,-0.043
-271.906,-0.304
-278.752,-1.434
-284.957,-2.591
-290.331,-2.887
-295.057,-2.835
-299.876,-2.856
-305.16,-2.996
-310.699,-3.108
-315.841,-3.015
-320.234,-2.748
-323.749,-2.397
-326.285,-1.98
-328.06,-1.613
-329.554,-1.408
-330.882,-1.276
-331.905,-1.12
-332.428,-0.909
-332.324,-0.646
-330.9,-0.309
-325.168,-0.04
-312.622,0.02
-296.294,0.022
-282.289,0.022
-273.117,0.022
-264.738,0.022
-255.592,0.023
-246.008,0.023
-235.289,0.023
-223.363,0.023
-210.779,0.023
-197.625,0.023
-184.242,0.023
-170.813,0.023
-157.819,0.023
-145.306,0.024
-130.666,0.024
-113.951,0.024
-96.516,0.024
-78.734,0.024
-61.289,0.025
-45.949,0.025
-31.955,0.025
-16.531,0.025
-0.096,0.025
17.569,0.025
35.289,0.025
52.993,0.026
69.957,0.026
85.379,0.026
100.544,0.026
115.449,0.026
129.931,0.026
143.381,0.026
156.116,0.027
170.025,0.027
182.507,0.027
194.348,0.027
207.651,0.027
220.445,0.027
230.076,0.027
236.874,0.027
244.961,0.027
255.137,0.027
263.869,0.034
271.441,0.283
278.421,1.406
284.824,2.624
290.55,2.996
295.574,2.95
300.128,2.798
304.598,2.734
309.682,2.89
314.939,2.973
319.667,2.824
323.466,2.499
326.15,2.051
327.967,1.645
329.465,1.418
330.798,1.274
331.82,1.113
332.351,0.903
332.274,0.647
330.992,0.317
325.693,0.041
313.423,-0.027
296.909,-0.03
282.586,-0.03
273.289,-0.03
264.868,-0.03
255.562,-0.03
245.893,-0.03
235.158,-0.03
223.362,-0.031
211.063,-0.031
198.136,-0.031
185.096,-0.031
171.77,-0.031
158.539,-0.031
145.997,-0.031
131.411,-0.031
114.71,-0.032
97.482,-0.032
80.072,-0.032
62.677,-0.032
46.654,-0.032
31.886,-0.033
16.068,-0.033
-0.4,-0.033
-17.939,-0.033
-35.332,-0.033
-51.993,-0.033
-69.017,-0.034
-84.886,-0.034
-99.611,-0.034
-114.003,-0.034
-128.497,-0.034
-142.557,-0.034
-155.896,-0.034
-170.214,-0.035
-182.921,-0.035
-194.525,-0.035
-207.921,-0.035
-220.863,-0.035
-230.5,-0.035
-237.514,-0.035
-245.714,-0.036
-255.62,-0.036
-264.026,-0.041
-271.473,-0.268
-278.412,-1.351
-284.679,-2.552
-290.145,-2.898
-294.911,-2.849
-299.726,-2.86
-304.986,-2.992
-310.526,-3.106
-315.696,-3.022
-320.127,-2.763
-323.688,-2.416
-326.267,-1.997
-328.049,-1.623
-329.537,-1.412
-330.879,-1.28
-331.926,-1.13
-332.492,-0.925
-332.44,-0.667
-331.169,-0.333
-325.826,-0.051
-313.532,0.019
-297.159,0.022
-282.911,0.022
-273.56,0.022
-265.194,0.022
-256.094,0.022
-246.604,0.022
-236.006,0.023
-224.152,0.023
-211.556,0.023
-198.39,0.023
-185.114,0.023
-171.755,0.023
-158.566,0.023
-146.067,0.024
-131.694,0.024
-115.066,0.024
-97.563,0.024
-79.819,0.024
-62.501,0.024
-47.269,0.024
-33.254,0.025
-17.654,0.025
-1.012,0.025
16.91,0.025
34.701,0.025
51.459,0.025
68.118,0.025
83.761,0.026
99.015,0.026
114.209,0.026
128.992,0.026
142.811,0.026
155.408,0.026
169.108,0.027
181.646,0.027
193.379,0.027
206.783,0.027
219.924,0.027
229.851,0.027
236.766,0.027
244.614,0.027
254.603,0.027
263.392,0.032
271.029,0.243
278.086,1.315
284.562,2.579
290.373,3.002
295.439,2.964
299.992,2.804
304.406,2.717
309.463,2.877
314.765,2.983
319.526,2.838
323.345,2.51
326.06,2.066
327.901,1.656
329.407,1.42
330.746,1.278
331.782,1.123
332.349,0.916
332.321,0.665
331.194,0.343
326.335,0.055
314.488,-0.027
297.975,-0.03
283.251,-0.03
273.629,-0.03
265.248,-0.03
256.047,-0.03
246.532,-0.03
236.033,-0.03
224.366,-0.03
211.965,-0.03
198.904,-0.031
185.845,-0.031
172.592,-0.031
159.329,-0.031
146.906,-0.031
132.623,-0.031
116.049,-0.032
98.686,-0.032
81.042,-0.032
63.525,-0.032
47.731,-0.032
33.23,-0.032
17.432,-0.033
0.796,-0.033
-16.945,-0.033
-34.456,-0.033
-50.949,-0.033
-67.752,-0.034
-83.606,-0.034
-98.36,-0.034
-112.719,-0.034
-127.223,-0.034
-141.679,-0.034
-155.303,-0.034
-169.591,-0.035
-182.24,-0.035
-193.591,-0.035
-206.736,-0.035
-219.753,-0.035
-229.845,-0.035
-237.119,-0.035
-245.134,-0.035
-254.973,-0.035
-263.447,-0.039
-270.931,-0.226
-277.952,-1.249
-284.294,-2.5
-289.82,-2.896
-294.574,-2.844
-299.346,-2.849
-304.605,-2.987
-310.114,-3.094
-315.289,-3.022
-319.818,-2.793
-323.515,-2.464
-326.194,-2.044
-328.03,-1.655
-329.545,-1.43
-330.908,-1.293
-331.978,-1.142
-332.568,-0.937
-332.562,-0.686
-331.476,-0.362
-326.722,-0.066
-314.973,0.018
-298.452,0.022
-283.754,0.022
-274.224,0.022
-265.905,0.022
-256.68,0.022
-247.142,0.023
-236.747,0.023
-225.131,0.023
-212.575,0.023
-199.289,0.023
-185.906,0.023
-172.616,0.023
-159.5,0.024
-147.22,0.024
-133.109,0.024
-116.452,0.024
-98.692,0.024
-80.7,0.024
-63.272,0.025
-48.093,0.025
-34.308,0.025
-18.899,0.025
-2.249,0.025
15.484,0.025
33.025,0.025
50.332,0.026
67.449,0.026
83.096,0.026
98.456,0.026
113.647,0.026
128.19,0.026
141.765,0.027
154.248,0.027
167.997,0.027
181.153,0.027
192.868,0.027
206.036,0.027
219.096,0.027
228.999,0.027
236.064,0.027
244.02,0.027
254.156,0.027
263.033,0.03
270.642,0.207
277.742,1.214
284.244,2.514
290.089,2.985
295.149,2.953
299.697,2.797
304.037,2.693
309.016,2.848
314.319,2.976
319.166,2.863
323.128,2.56
325.99,2.126
327.916,1.701
329.456,1.446
330.81,1.292
331.863,1.134
332.45,0.926
332.442,0.673
331.373,0.352
326.734,0.059
315.195,-0.026
298.917,-0.03
284.166,-0.03
274.596,-0.03
266.274,-0.03
256.899,-0.03
247.233,-0.03
236.679,-0.03
225.121,-0.03
213.003,-0.03
200.078,-0.031
186.862,-0.031
173.483,-0.031
160.147,-0.031
147.801,-0.031
133.659,-0.031
117.144,-0.031
99.791,-0.031
82.188,-0.032
64.681,-0.032
48.711,-0.032
34.066,-0.032
18.308,-0.033
1.761,-0.033
-15.845,-0.033
-33.474,-0.033
-50.262,-0.033
-67.151,-0.033
-82.909,-0.034
-97.606,-0.034
-112.002,-0.034
-126.421,-0.034
-140.791,-0.034
-154.209,-0.034
-168.405,-0.034
-181.289,-0.035
-192.646,-0.035
-205.786,-0.035
-219,-0.035
-229.171,-0.035
-236.384,-0.035
-244.33,-0.035
-254.268,-0.035
-262.908,-0.038
-270.397,-0.189
-277.458,-1.133
-283.817,-2.416
-289.389,-2.874
-294.171,-2.843
-298.896,-2.832
-304.056,-2.954
-309.549,-3.082
-314.755,-3.027
-319.322,-2.806
-323.104,-2.496
-325.935,-2.099
-327.868,-1.701
-329.415,-1.455
-330.8,-1.31
-331.905,-1.16
-332.54,-0.957
-332.575,-0.704
-331.581,-0.382
-327.098,-0.078
-315.74,0.017
-299.451,0.022
-284.45,0.022
-274.662,0.022
-266.383,0.023
-257.262,0.023
-247.827,0.023
-237.491,0.023
-225.871,0.023
-213.504,0.023
-200.461,0.023
-186.995,0.023
-173.506,0.023
-160.354,0.024
-148.151,0.024
-134.104,0.024
-117.524,0.024
-99.921,0.024
-82.056,0.024
-64.572,0.025
-49.115,0.025
-35.298,0.025
-19.993,0.025
-3.383,0.025
14.545,0.025
32.569,0.025
49.413,0.026
66.183,0.026
81.95,0.026
97.166,0.026
112.489,0.026
127.128,0.026
140.918,0.026
153.603,0.027
167.205,0.027
180.224,0.027
191.829,0.027
204.928,0.027
218.214,0.027
228.542,0.027
235.717,0.027
243.425,0.027
253.476,0.028
262.414,0.029
269.948,0.166
277.067,1.084
283.595,2.42
289.522,2.975
294.702,2.983
299.362,2.841
303.755,2.722
308.725,2.854
314.026,2.98
318.912,2.877
322.936,2.582
325.848,2.147
327.775,1.709
329.299,1.446
330.664,1.295
331.742,1.143
332.364,0.942
332.399,0.692
331.438,0.373
327.116,0.072
316.1,-0.025
300.075,-0.03
284.956,-0.03
274.903,-0.03
266.617,-0.03
257.486,-0.03
247.96,-0.03
237.476,-0.03
225.819,-0.03
213.607,-0.03
200.789,-0.031
187.762,-0.031
174.499,-0.031
161.083,-0.031
148.788,-0.031
134.905,-0.031
118.4,-0.031
101.01,-0.031
83.486,-0.032
66.033,-0.032
49.934,-0.032
35.179,-0.032
19.438,-0.032
2.929,-0.033
-14.66,-0.033
-32.396,-0.033
-48.958,-0.033
-65.677,-0.033
-81.648,-0.033
-96.514,-0.034
-111.01,-0.034
-125.381,-0.034
-139.694,-0.034
-153.287,-0.034
-167.292,-0.034
-180.292,-0.035
-191.693,-0.035
-204.605,-0.035
-218.199,-0.035
-228.876,-0.035
-236.13,-0.035
-243.824,-0.035
-253.685,-0.035
-262.413,-0.037
-269.882,-0.165
-276.983,-1.052
-283.392,-2.362
-289.053,-2.877
-293.868,-2.85
-298.568,-2.828
-303.661,-2.933
-309.123,-3.066
-314.418,-3.049
-319.075,-2.841
-322.915,-2.524
-325.783,-2.123
-327.74,-1.714
-329.283,-1.458
-330.669,-1.311
-331.784,-1.166
-332.447,-0.969
-332.525,-0.722
-331.635,-0.402
-327.501,-0.089
-316.582,0.016
-300.419,0.022
-285.173,0.022
-275.105,0.023
-266.843,0.023
-257.836,0.023
-248.569,0.023
-238.295,0.023
-226.567,0.023
-214.071,0.023
-201.121,0.023
-187.923,0.023
-174.715,0.023
-161.436,0.024
-149.068,0.024
-135.294,0.024
-118.849,0.024
-101.164,0.024
-83.306,0.024
-65.692,0.025
-49.798,0.025
-36.054,0.025
-21.064,0.025
-4.438,0.025
13.149,0.025
30.85,0.025
48.328,0.026
65.545,0.026
81.17,0.026
96.403,0.026
111.527,0.026
126.235,0.026
140.029,0.026
152.495,0.026
166.244,0.027
179.488,0.027
190.919,0.027
203.884,0.027
217.318,0.027
227.977,0.027
235.342,0.027
242.74,0.027
252.572,0.027
261.726,0.029
269.432,0.146
276.628,1.01
283.17,2.361
289.153,2.969
294.362,2.988
299.055,2.853
303.471,2.731
308.381,2.841
313.659,2.973
318.587,2.889
322.668,2.601
325.642,2.173
327.621,1.731
329.165,1.459
330.54,1.305
331.641,1.154
332.304,0.957
332.393,0.714
331.556,0.404
327.609,0.089
317.007,-0.023
300.976,-0.03
285.608,-0.03
275.39,-0.03
267.108,-0.03
257.959,-0.03
248.488,-0.03
238.115,-0.03
226.527,-0.03
214.294,-0.03
201.475,-0.031
188.495,-0.031
175.365,-0.031
161.947,-0.031
149.578,-0.031
135.965,-0.031
119.725,-0.031
102.162,-0.032
84.315,-0.032
66.709,-0.032
50.581,-0.032
36.224,-0.032
20.838,-0.033
4.226,-0.033
-13.425,-0.033
-31.275,-0.033
-47.905,-0.033
-64.622,-0.033
-80.565,-0.034
-95.356,-0.034
-110.02,-0.034
-124.752,-0.034
-139.143,-0.034
-152.455,-0.034
-166.453,-0.034
-179.53,-0.035
-190.817,-0.035
-203.665,-0.035
-217.232,-0.035
-228.258,-0.035
-235.878,-0.035
-243.375,-0.035
-253.064,-0.035
-261.881,-0.036
-269.348,-0.138
-276.488,-0.956
-282.971,-2.299
-288.719,-2.878
-293.596,-2.865
-298.315,-2.839
-303.429,-2.944
-308.941,-3.086
-314.259,-3.062
-318.901,-2.843
-322.736,-2.524
-325.624,-2.127
-327.59,-1.719
-329.132,-1.459
-330.506,-1.311
-331.629,-1.169
-332.327,-0.98
-332.456,-0.738
-331.67,-0.429
-327.831,-0.107
-317.309,0.014
-301.28,0.022
-285.707,0.022
-275.31,0.022
-267.216,0.022
-258.359,0.022
-249.088,0.023
-238.979,0.023
-227.606,0.023
-215.332,0.023
-202.351,0.023
-188.96,0.023
-175.491,0.023
-162.003,0.023
-149.607,0.024
-136.141,0.024
-120.069,0.024
-102.528,0.024
-84.515,0.024
-66.793,0.025
-50.983,0.025
-37.29,0.025
-22.288,0.025
-5.534,0.025
12.278,0.025
30.271,0.025
47.039,0.025
63.766,0.026
79.763,0.026
94.89,0.026
110.134,0.026
125.025,0.026
139.117,0.026
151.911,0.026
165.461,0.027
178.645,0.027
190.123,0.027
202.86,0.027
216.37,0.027
227.507,0.027
235.074,0.027
242.214,0.027
251.814,0.027
261.051,0.028
268.815,0.123
276.092,0.927
282.743,2.31
288.823,2.974
294.081,3.002
298.779,2.861
303.134,2.717
307.968,2.812
313.201,2.948
318.135,2.884
322.3,2.624
325.387,2.214
327.438,1.765
328.995,1.477
330.386,1.315
331.513,1.165
332.202,0.973
332.33,0.732
331.601,0.427
328.016,0.105
317.961,-0.021
302.14,-0.03
286.409,-0.03
275.88,-0.03
267.78,-0.03
258.769,-0.03
249.258,-0.03
238.93,-0.03
227.424,-0.03
215.251,-0.031
202.437,-0.031
189.395,-0.031
176.301,-0.031
162.841,-0.031
150.435,-0.031
137.012,-0.031
120.825,-0.031
103.301,-0.032
85.564,-0.032
68.034,-0.032
51.913,-0.032
37.537,-0.032
22.156,-0.032
5.517,-0.033
-12.207,-0.033
-30.169,-0.033
-46.753,-0.033
-63.391,-0.033
-79.466,-0.033
-94.347,-0.034
-108.99,-0.034
-123.531,-0.034
-137.951,-0.034
-151.505,-0.034
-165.454,-0.035
-178.709,-0.035
-189.95,-0.035
-202.485,-0.035
-216.171,-0.035
-227.58,-0.035
-235.412,-0.035
-242.737,-0.035
-252.232,-0.035
-261.122,-0.036
-268.662,-0.118
-275.885,-0.866
-282.406,-2.214
-288.225,-2.865
-293.196,-2.884
-297.939,-2.849
-303.045,-2.947
-308.534,-3.082
-313.834,-3.056
-318.513,-2.852
-322.419,-2.549
-325.394,-2.162
-327.417,-1.746
-328.977,-1.475
-330.382,-1.326
-331.545,-1.186
-332.287,-0.998
-332.465,-0.76
-331.795,-0.457
-328.382,-0.128
-318.479,0.011
-302.697,0.022
-286.917,0.022
-276.129,0.022
-267.96,0.023
-259.086,0.023
-249.785,0.023
-239.728,0.023
-228.279,0.023
-215.853,0.023
-202.78,0.023
-189.444,0.023
-176.244,0.023
-163.094,0.024
-150.886,0.024
-137.532,0.024
-121.365,0.024
-103.657,0.024
-85.52,0.024
-67.679,0.025
-51.801,0.025
-38.286,0.025
-23.652,0.025
-7.027,0.025
10.74,0.025
28.701,0.025
45.996,0.025
63.082,0.026
78.741,0.026
93.984,0.026
109.361,0.026
124.185,0.026
138.211,0.027
150.92,0.027
164.321,0.027
177.657,0.027
189.09,0.027
201.661,0.027
215.263,0.027
226.692,0.027
234.551,0.027
241.684,0.027
251.184,0.027
260.44,0.028
268.137,0.099
275.431,0.814
282.134,2.203
288.28,2.95
293.638,3.022
298.42,2.888
302.797,2.73
307.649,2.826
312.964,2.98
317.958,2.914
322.135,2.636
325.224,2.221
327.285,1.773
328.86,1.484
330.276,1.324
331.43,1.178
332.157,0.988
332.327,0.748
331.658,0.445
328.319,0.117
318.722,-0.019
303.214,-0.029
287.397,-0.03
276.465,-0.03
268.348,-0.03
259.42,-0.03
249.897,-0.03
239.658,-0.03
228.257,-0.03
216.128,-0.03
203.4,-0.031
190.325,-0.031
177.21,-0.031
163.819,-0.031
151.506,-0.031
138.343,-0.031
122.275,-0.031
104.653,-0.032
86.767,-0.032
69.052,-0.032
52.676,-0.032
38.36,-0.032
23.352,-0.032
6.951,-0.033
-10.65,-0.033
-28.872,-0.033
-45.662,-0.033
-62.182,-0.033
-78.336,-0.033
-93.339,-0.034
-107.86,-0.034
-122.176,-0.034
-136.609,-0.034
-150.417,-0.034
-164.504,-0.035
-178.027,-0.035
-189.237,-0.035
-201.444,-0.035
-215.041,-0.035
-226.627,-0.035
-234.731,-0.035
-242.143,-0.035
-251.717,-0.035
-260.813,-0.036
-268.379,-0.104
-275.539,-0.798
-282.04,-2.151
-287.91,-2.856
-292.906,-2.887
-297.615,-2.842
-302.684,-2.932
-308.189,-3.082
-313.553,-3.076
-318.285,-2.875
-322.244,-2.57
-325.264,-2.185
-327.341,-1.768
-328.932,-1.491
-330.36,-1.339
-331.548,-1.201
-332.328,-1.016
-332.551,-0.778
-331.952,-0.478
-328.826,-0.142
-319.517,0.009
-304.038,0.022
-288.046,0.022
-276.9,0.023
-268.608,0.022
-259.75,0.022
-250.487,0.023
-240.458,0.023
-229.117,0.023
-216.851,0.023
-203.88,0.023
-190.502,0.023
-177.154,0.023
-163.796,0.024
-151.525,0.024
-138.507,0.024
-122.694,0.024
-105.133,0.024
-87.038,0.025
-69.143,0.025
-52.961,0.025
-39.162,0.025
-24.658,0.025
-8.358,0.025
9.19,0.025
27.495,0.025
44.589,0.026
61.402,0.026
77.667,0.026
92.93,0.026
108.27,0.026
123.009,0.026
137.045,0.026
149.948,0.027
163.24,0.027
176.76,0.027
188.353,0.027
200.751,0.027
214.416,0.027
225.977,0.027
233.9,0.027
240.943,0.027
250.4,0.027
259.957,0.028
267.827,0.087
275.151,0.746
281.831,2.122
287.985,2.922
293.378,3.02
298.2,2.901
302.598,2.74
307.389,2.809
312.718,2.978
317.778,2.932
322.009,2.66
325.167,2.251
327.278,1.796
328.864,1.494
330.272,1.33
331.444,1.187
332.213,1.001
332.427,0.766
331.855,0.472
328.866,0.138
319.824,-0.016
304.546,-0.03
288.454,-0.03
277.106,-0.03
268.877,-0.03
260.008,-0.03
250.619,-0.03
240.506,-0.03
229.119,-0.03
217.016,-0.03
204.297,-0.03
191.229,-0.031
178.13,-0.031
164.643,-0.031
152.165,-0.031
139.234,-0.031
123.497,-0.031
105.995,-0.031
88.133,-0.032
70.492,-0.032
54.014,-0.032
39.367,-0.032
24.216,-0.032
7.909,-0.032
-9.386,-0.033
-27.416,-0.033
-44.243,-0.033
-60.887,-0.033
-77.226,-0.033
-92.332,-0.034
-107.002,-0.034
-121.431,-0.034
-136.029,-0.034
-149.767,-0.034
-163.507,-0.034
-177.039,-0.035
-188.33,-0.035
-200.5,-0.035
-214.235,-0.035
-226.096,-0.035
-234.319,-0.035
-241.485,-0.035
-250.84,-0.035
-260.09,-0.035
-267.765,-0.087
-275.04,-0.703
-281.632,-2.052
-287.559,-2.832
-292.617,-2.896
-297.361,-2.852
-302.425,-2.933
-307.89,-3.073
-313.256,-3.077
-318.049,-2.892
-322.105,-2.603
-325.227,-2.226
-327.359,-1.798
-328.961,-1.504
-330.388,-1.346
-331.591,-1.207
-332.391,-1.024
-332.633,-0.79
-332.108,-0.497
-329.251,-0.159
-320.316,0.006
-304.969,0.022
-288.85,0.022
-277.488,0.023
-269.325,0.023
-260.533,0.023
-251.147,0.023
-241.113,0.023
-229.804,0.023
-217.47,0.023
-204.604,0.023
-191.406,0.023
-178.19,0.024
-164.816,0.024
-152.423,0.024
-139.54,0.024
-123.851,0.024
-106.255,0.024
-88.098,0.024
-70.241,0.025
-54.051,0.025
-40.164,0.025
-25.6,0.025
-9.156,0.025
8.222,0.025
26.063,0.025
43.412,0.026
60.806,0.026
76.917,0.026
92.291,0.026
107.577,0.026
122.438,0.026
136.642,0.027
149.294,0.027
162.518,0.027
176.109,0.027
187.534,0.027
199.766,0.027
213.431,0.027
225.366,0.027
233.645,0.027
240.551,0.027
249.765,0.027
259.381,0.028
267.31,0.072
274.677,0.655
281.409,2.022
287.612,2.891
293.023,3.013
297.852,2.901
302.252,2.741
307.004,2.8
312.283,2.962
317.343,2.93
321.676,2.691
324.972,2.301
327.187,1.841
328.808,1.518
330.232,1.345
331.421,1.198
332.207,1.01
332.437,0.776
331.912,0.486
329.148,0.153
320.44,-0.012
305.381,-0.029
289.22,-0.03
277.659,-0.03
269.488,-0.03
260.665,-0.03
251.15,-0.03
241.018,-0.03
229.782,-0.03
217.761,-0.03
205.051,-0.03
191.955,-0.031
178.917,-0.031
165.439,-0.031
152.997,-0.031
140.304,-0.031
124.781,-0.031
107.257,-0.031
89.192,-0.032
71.303,-0.032
54.718,-0.032
40.306,-0.032
25.505,-0.032
9.094,-0.032
-8.347,-0.033
-26.478,-0.033
-43.435,-0.033
-60.153,-0.033
-76.485,-0.033
-91.42,-0.033
-105.698,-0.034
-120.057,-0.034
-134.91,-0.034
-148.841,-0.034
-162.701,-0.034
-176.514,-0.035
-187.808,-0.034
-199.63,-0.035
-213.209,-0.035
-225.361,-0.035
-233.853,-0.035
-240.846,-0.035
-249.957,-0.035
-259.322,-0.035
-267.103,-0.073
-274.443,-0.614
-281.073,-1.94
-287.018,-2.786
-292.081,-2.879
-296.742,-2.822
-301.726,-2.902
-307.218,-3.071
-312.717,-3.113
-317.623,-2.939
-321.738,-2.638
-324.928,-2.261
-327.128,-1.831
-328.756,-1.521
-330.186,-1.354
-331.402,-1.215
-332.236,-1.038
-332.529,-0.809
-332.087,-0.522
-329.502,-0.18
-321.11,0.001
-306.207,0.022
-289.887,0.023
-277.942,0.023
-269.714,0.023
-261.109,0.023
-251.795,0.023
-241.84,0.023
-230.68,0.023
-218.512,0.023
-205.6,0.023
-192.203,0.024
-178.988,0.024
-165.715,0.024
-153.223,0.024
-140.449,0.024
-124.994,0.024
-107.461,0.024
-89.278,0.024
-71.286,0.025
-54.831,0.025
-41.052,0.025
-26.845,0.025
-10.431,0.025
7.147,0.025
25.45,0.025
42.58,0.026
59.26,0.026
75.696,0.026
91.032,0.026
106.266,0.026
121.269,0.027
135.672,0.027
148.529,0.027
161.649,0.027
175.397,0.027
186.885,0.027
198.82,0.027
212.322,0.027
224.473,0.027
233.115,0.028
240.058,0.028
249.074,0.028
258.662,0.028
266.643,0.061
274.058,0.582
280.859,1.94
287.118,2.866
292.564,3.013
297.42,2.91
301.835,2.746
306.551,2.791
311.828,2.958
316.923,2.94
321.286,2.702
324.627,2.319
326.883,1.859
328.525,1.531
329.973,1.358
331.206,1.215
332.043,1.033
332.33,0.801
331.88,0.51
329.422,0.171
321.314,-0.008
306.428,-0.029
289.97,-0.029
278.133,-0.03
270.02,-0.03
261.263,-0.03
251.903,-0.03
241.906,-0.03
230.591,-0.03
218.491,-0.03
205.961,-0.03
192.916,-0.03
179.808,-0.03
166.29,-0.031
153.628,-0.031
140.993,-0.031
125.685,-0.031
108.353,-0.031
90.428,-0.031
72.538,-0.032
55.698,-0.032
41.001,-0.032
26.228,-0.032
10.071,-0.032
-7.097,-0.032
-25.241,-0.033
-42.304,-0.033
-59.041,-0.033
-75.651,-0.033
-90.68,-0.034
-104.997,-0.034
-119.491,-0.034
-134.183,-0.034
-147.938,-0.034
-161.745,-0.034
-175.622,-0.034
-186.897,-0.034
-198.505,-0.035
-212.116,-0.035
-224.563,-0.035
-233.34,-0.035
-240.285,-0.035
-249.225,-0.035
-258.756,-0.035
-266.609,-0.064
-273.894,-0.549
-280.546,-1.863
-286.553,-2.767
-291.633,-2.873
-296.307,-2.823
-301.295,-2.905
-306.772,-3.068
-312.295,-3.123
-317.287,-2.967
-321.49,-2.674
-324.741,-2.289
-326.973,-1.851
-328.631,-1.539
-330.107,-1.371
-331.356,-1.233
-332.223,-1.055
-332.549,-0.826
-332.173,-0.543
-329.841,-0.201
-321.995,-0.004
-307.523,0.022
-291.122,0.023
-278.737,0.023
-270.258,0.023
-261.626,0.023
-252.43,0.023
-242.588,0.023
-231.376,0.023
-219.235,0.023
-206.6,0.023
-193.329,0.024
-179.935,0.024
-166.494,0.024
-153.97,0.024
-141.404,0.024
-126.168,0.024
-108.847,0.024
-90.755,0.025
-72.683,0.025
-56.023,0.025
-41.829,0.025
-27.444,0.025
-11.44,0.025
5.584,0.026
23.556,0.026
41.149,0.026
58.819,0.026
75.239,0.026
90.422,0.027
105.426,0.027
120.183,0.027
134.69,0.027
147.857,0.027
160.945,0.027
174.655,0.027
186.15,0.027
198.004,0.027
211.622,0.027
224.03,0.028
232.793,0.028
239.622,0.028
248.555,0.028
258.312,0.028
266.379,0.057
273.83,0.544
280.652,1.882
286.939,2.849
292.408,3.011
297.267,2.909
301.686,2.747
306.311,2.766
311.535,2.938
316.691,2.951
321.154,2.736
324.602,2.361
326.932,1.896
328.591,1.55
