µçÑ¹,µçÁ÷
252.503,0.028
261.682,0.029
269.407,0.15
276.594,1.044
283.128,2.431
289.109,3.018
294.34,3.011
299.009,2.846
303.388,2.719
308.348,2.86
313.724,3.011
318.689,2.905
322.702,2.574
325.558,2.108
327.448,1.665
328.948,1.416
330.302,1.277
331.4,1.134
332.063,0.942
332.164,0.702
331.351,0.393
327.42,0.084
316.828,-0.023
300.794,-0.029
285.582,-0.029
275.464,-0.029
267.225,-0.029
258.146,-0.029
248.648,-0.029
238.228,-0.029
226.579,-0.03
214.421,-0.03
201.737,-0.03
188.676,-0.03
175.391,-0.03
161.776,-0.03
148.674,-0.03
134.172,-0.03
118.096,-0.031
101.82,-0.031
85.175,-0.031
67.694,-0.031
50.684,-0.031
35.483,-0.032
20.082,-0.032
3.977,-0.032
-12.884,-0.032
-30.276,-0.032
-47.14,-0.032
-64.413,-0.033
-80.836,-0.033
-95.671,-0.033
-110.022,-0.033
-124.174,-0.033
-138.546,-0.033
-152.36,-0.034
-166.604,-0.034
-180.105,-0.034
-192.116,-0.034
-205.213,-0.034
-218.072,-0.034
-228.049,-0.034
-235.195,-0.034
-242.752,-0.034
-252.615,-0.035
-261.688,-0.036
-269.328,-0.143
-276.439,-0.992
-282.822,-2.35
-288.521,-2.908
-293.414,-2.881
-298.173,-2.852
-303.313,-2.959
-308.832,-3.103
-314.246,-3.097
-319.026,-2.882
-322.884,-2.526
-325.692,-2.083
-327.583,-1.663
-329.102,-1.421
-330.469,-1.288
-331.579,-1.15
-332.269,-0.961
-332.4,-0.722
-331.628,-0.414
-327.845,-0.098
-317.526,0.016
-301.757,0.023
-286.501,0.023
-276.133,0.023
-267.913,0.023
-258.799,0.023
-249.161,0.023
-238.722,0.023
-227.097,0.024
-214.769,0.024
-201.915,0.024
-188.667,0.024
-175.245,0.024
-161.676,0.024
-148.683,0.024
-134.337,0.025
-118.327,0.025
-101.959,0.025
-85.15,0.025
-67.715,0.025
-51.223,0.026
-36.774,0.026
-21.68,0.026
-5.487,0.026
11.569,0.026
29.31,0.026
46.374,0.026
63.596,0.027
80.012,0.027
95.391,0.027
110.56,0.027
124.94,0.027
138.879,0.027
151.822,0.027
165.502,0.027
179.023,0.027
191.11,0.028
204.299,0.028
217.374,0.028
227.542,0.028
234.644,0.028
242.007,0.028
251.924,0.028
261.281,0.029
269.083,0.132
276.286,0.972
282.838,2.376
288.859,3.009
294.097,3.008
298.793,2.852
303.138,2.708
308.011,2.831
313.363,2.998
318.39,2.921
322.486,2.6
325.434,2.143
327.379,1.69
328.889,1.424
330.249,1.284
331.365,1.145
332.059,0.956
332.196,0.717
331.46,0.411
327.838,0.095
317.736,-0.021
301.994,-0.029
286.702,-0.029
276.409,-0.029
268.196,-0.029
258.936,-0.029
249.257,-0.029
238.867,-0.029
227.303,-0.029
215.165,-0.03
202.454,-0.03
189.361,-0.03
176.064,-0.03
162.411,-0.03
149.386,-0.03
135.095,-0.03
119.075,-0.031
102.739,-0.031
86.062,-0.031
68.685,-0.031
51.753,-0.031
36.602,-0.032
21.259,-0.032
5.092,-0.032
-11.869,-0.032
-29.401,-0.032
-46.18,-0.033
-63.209,-0.033
-79.617,-0.033
-94.688,-0.033
-109.138,-0.033
-123.231,-0.033
-137.724,-0.033
-151.504,-0.034
-165.662,-0.034
-179.356,-0.034
-191.294,-0.034
-204.315,-0.034
-217.431,-0.034
-227.638,-0.034
-234.798,-0.034
-242.201,-0.035
-252.024,-0.035
-261.225,-0.035
-268.883,-0.124
-276.013,-0.905
-282.397,-2.272
-288.154,-2.899
-293.108,-2.893
-297.867,-2.857
-302.992,-2.96
-308.513,-3.102
-313.945,-3.101
-318.77,-2.895
-322.685,-2.546
-325.543,-2.105
-327.465,-1.678
-328.985,-1.428
-330.365,-1.295
-331.509,-1.163
-332.24,-0.979
-332.425,-0.746
-331.78,-0.447
-328.376,-0.12
-318.605,0.013
-303,0.023
-287.424,0.023
-276.694,0.023
-268.4,0.023
-259.319,0.023
-249.828,0.023
-239.605,0.024
-228.037,0.024
-215.655,0.024
-202.718,0.024
-189.378,0.024
-176.005,0.024
-162.535,0.024
-149.613,0.025
-135.316,0.025
-119.256,0.025
-102.82,0.025
-86.07,0.025
-68.721,0.025
-52.182,0.025
-37.656,0.026
-22.573,0.026
-6.354,0.026
10.473,0.026
27.792,0.026
45.141,0.026
62.913,0.027
79.225,0.027
94.644,0.027
109.805,0.027
124.142,0.027
138.054,0.027
150.886,0.027
164.521,0.027
178.261,0.028
190.437,0.028
203.605,0.028
216.659,0.028
226.884,0.028
234.107,0.028
241.403,0.028
251.256,0.028
260.739,0.029
268.57,0.111
275.841,0.884
282.435,2.295
288.484,2.987
293.762,3.014
298.494,2.865
302.832,2.706
307.666,2.818
313.011,2.992
318.066,2.928
322.225,2.621
325.231,2.17
327.213,1.711
328.734,1.433
330.112,1.29
331.253,1.158
331.991,0.975
332.179,0.74
331.525,0.437
328.179,0.112
318.579,-0.019
303.092,-0.029
287.51,-0.029
276.895,-0.029
268.749,-0.029
259.653,-0.029
249.975,-0.029
239.552,-0.029
227.957,-0.029
215.814,-0.03
203.201,-0.03
190.164,-0.03
176.967,-0.03
163.353,-0.03
150.301,-0.03
136.083,-0.03
120.151,-0.03
103.915,-0.031
87.282,-0.031
69.735,-0.031
52.535,-0.031
37.302,-0.032
22.142,-0.032
6.099,-0.032
-10.816,-0.032
-28.606,-0.032
-45.719,-0.032
-62.905,-0.033
-79.301,-0.033
-94.012,-0.033
-108.05,-0.033
-121.935,-0.033
-136.332,-0.033
-150.3,-0.033
-164.614,-0.034
-178.642,-0.034
-190.718,-0.034
-203.564,-0.034
-216.493,-0.034
-226.843,-0.034
-234.242,-0.034
-241.539,-0.034
-251.262,-0.034
-260.601,-0.035
-268.255,-0.102
-275.389,-0.8
-281.806,-2.173
-287.622,-2.877
-292.634,-2.9
-297.405,-2.86
-302.516,-2.954
-308.06,-3.107
-313.539,-3.118
-318.43,-2.925
-322.433,-2.58
-325.379,-2.143
-327.357,-1.706
-328.899,-1.443
-330.29,-1.307
-331.45,-1.177
-332.204,-0.995
-332.416,-0.763
-331.832,-0.462
-328.617,-0.13
-319.194,0.011
-303.801,0.023
-288.099,0.023
-277.154,0.023
-268.902,0.023
-259.873,0.023
-250.401,0.023
-240.317,0.024
-228.897,0.024
-216.518,0.024
-203.594,0.024
-190.316,0.024
-176.889,0.024
-163.295,0.024
-150.348,0.024
-136.285,0.025
-120.45,0.025
-104.138,0.025
-87.372,0.025
-69.848,0.025
-53.058,0.025
-38.397,0.026
-23.427,0.026
-7.371,0.026
9.415,0.026
27.049,0.026
44.204,0.026
61.54,0.027
78.213,0.027
93.635,0.027
108.715,0.027
123.147,0.027
137.019,0.027
149.875,0.028
163.414,0.028
177.356,0.028
189.634,0.028
202.668,0.028
215.736,0.028
226.06,0.028
233.397,0.028
240.66,0.028
250.498,0.028
260.153,0.029
268.04,0.094
275.33,0.794
281.91,2.196
287.978,2.956
293.294,3.013
298.065,2.874
302.397,2.706
307.154,2.793
312.475,2.979
317.62,2.957
321.919,2.673
325.05,2.222
327.094,1.746
328.63,1.449
330.002,1.301
331.149,1.168
331.916,0.986
332.135,0.754
331.552,0.457
328.455,0.127
319.216,-0.017
303.987,-0.029
288.316,-0.029
277.381,-0.029
269.214,-0.029
260.168,-0.029
250.455,-0.029
240.103,-0.029
228.779,-0.029
216.888,-0.029
204.359,-0.03
191.31,-0.03
178.07,-0.03
164.314,-0.03
151.115,-0.03
137.053,-0.03
121.314,-0.03
105.204,-0.031
88.73,-0.031
71.25,-0.031
53.791,-0.031
38.101,-0.031
22.76,-0.032
6.672,-0.032
-9.969,-0.032
-27.39,-0.032
-44.29,-0.032
-61.466,-0.032
-78.068,-0.033
-92.95,-0.033
-107.232,-0.033
-121.292,-0.033
-135.625,-0.033
-149.376,-0.033
-163.45,-0.034
-177.399,-0.034
-189.559,-0.034
-202.615,-0.034
-215.817,-0.034
-226.3,-0.034
-233.681,-0.034
-240.878,-0.034
-250.602,-0.034
-260.127,-0.035
-267.917,-0.094
-275.147,-0.76
-281.603,-2.13
-287.395,-2.851
-292.349,-2.873
-297.043,-2.831
-302.086,-2.925
-307.592,-3.087
-313.105,-3.124
-318.034,-2.938
-322.095,-2.604
-325.106,-2.175
-327.135,-1.735
-328.702,-1.46
-330.122,-1.32
-331.318,-1.191
-332.126,-1.017
-332.395,-0.789
-331.918,-0.498
-329.095,-0.158
-320.217,0.007
-304.982,0.023
-289.008,0.023
-277.722,0.023
-269.399,0.024
-260.358,0.024
-250.854,0.024
-240.822,0.024
-229.612,0.024
-217.476,0.024
-204.677,0.024
-191.356,0.024
-177.932,0.024
-164.36,0.024
-151.372,0.025
-137.331,0.025
-121.444,0.025
-105.102,0.025
-88.488,0.025
-71.21,0.025
-54.438,0.026
-39.643,0.026
-24.694,0.026
-8.533,0.026
8.229,0.026
25.547,0.026
42.674,0.026
60.298,0.027
76.923,0.027
92.662,0.027
108.088,0.027
122.542,0.027
136.431,0.027
149.29,0.027
162.626,0.028
176.455,0.028
188.737,0.028
201.769,0.028
215.086,0.028
225.83,0.028
233.213,0.028
240.224,0.028
249.905,0.028
259.68,0.029
267.596,0.08
274.926,0.717
281.594,2.131
287.754,2.956
293.135,3.03
297.946,2.892
302.301,2.715
307.02,2.785
312.325,2.976
317.465,2.955
321.783,2.68
324.962,2.242
327.054,1.764
328.599,1.462
329.99,1.311
331.161,1.178
331.944,0.999
332.193,0.768
331.695,0.478
328.89,0.145
320.162,-0.013
305.194,-0.028
289.285,-0.029
278.016,-0.029
269.793,-0.029
260.775,-0.029
251.115,-0.029
240.894,-0.029
229.578,-0.029
217.552,-0.029
204.976,-0.03
191.91,-0.03
178.716,-0.03
165.099,-0.03
152.056,-0.03
138.187,-0.03
122.356,-0.03
106.009,-0.03
89.504,-0.031
72.157,-0.031
54.823,-0.031
39.298,-0.031
24.225,-0.032
8.238,-0.032
-8.369,-0.032
-25.867,-0.032
-42.797,-0.032
-59.893,-0.032
-76.791,-0.033
-92.098,-0.033
-106.532,-0.033
-120.528,-0.033
-134.854,-0.033
-148.744,-0.033
-162.81,-0.034
-176.836,-0.034
-188.829,-0.034
-201.547,-0.034
-214.884,-0.034
-225.761,-0.034
-233.419,-0.034
-240.47,-0.034
-249.952,-0.034
-259.53,-0.034
-267.302,-0.077
-274.56,-0.655
-281.121,-2.024
-287.049,-2.845
-292.125,-2.905
-296.863,-2.853
-301.898,-2.931
-307.381,-3.083
-312.882,-3.124
-317.829,-2.945
-321.905,-2.609
-324.965,-2.192
-327.047,-1.755
-328.625,-1.471
-330.047,-1.328
-331.263,-1.201
-332.107,-1.027
-332.42,-0.798
-331.997,-0.51
-329.367,-0.171
-320.855,0.004
-305.9,0.023
-289.897,0.023
-278.324,0.023
-270.016,0.023
-261.231,0.024
-251.859,0.024
-241.762,0.024
-230.438,0.024
-218.238,0.024
-205.48,0.024
-192.216,0.024
-178.861,0.024
-165.32,0.024
-152.305,0.025
-138.463,0.025
-122.653,0.025
-106.16,0.025
-89.455,0.025
-72.195,0.025
-55.353,0.026
-40.566,0.026
-25.862,0.026
-9.806,0.026
6.96,0.026
24.705,0.026
41.866,0.026
59.025,0.027
75.82,0.027
91.379,0.027
106.786,0.027
121.572,0.027
135.62,0.027
148.457,0.027
161.696,0.028
175.658,0.028
187.961,0.028
200.756,0.028
214.009,0.028
225.017,0.028
232.824,0.028
239.745,0.028
249.062,0.028
258.89,0.028
266.949,0.067
274.349,0.628
281.064,2.025
287.289,2.931
292.742,3.044
297.622,2.921
302.047,2.747
306.788,2.803
312.116,2.987
317.262,2.961
321.539,2.673
324.732,2.248
326.877,1.783
328.454,1.473
329.858,1.316
331.054,1.186
331.882,1.014
332.186,0.787
331.762,0.499
329.219,0.162
320.986,-0.01
306.206,-0.028
290.032,-0.029
278.299,-0.029
270.015,-0.029
261.203,-0.029
251.749,-0.029
241.619,-0.029
230.252,-0.029
218.247,-0.029
205.863,-0.03
192.945,-0.03
179.758,-0.03
166.048,-0.03
152.964,-0.03
139.272,-0.03
123.564,-0.03
107.208,-0.03
90.707,-0.031
73.429,-0.031
56.045,-0.031
40.312,-0.031
25.223,-0.031
9.352,-0.031
-7.035,-0.032
-24.557,-0.032
-41.674,-0.032
-58.749,-0.032
-75.578,-0.032
-90.841,-0.032
-105.488,-0.033
-119.722,-0.033
-134.117,-0.033
-147.892,-0.033
-161.696,-0.033
-175.778,-0.034
-187.954,-0.034
-200.676,-0.034
-214.058,-0.034
-225.112,-0.034
-232.85,-0.034
-239.834,-0.034
-249.241,-0.034
-258.907,-0.034
-266.752,-0.066
-274.04,-0.58
-280.639,-1.933
-286.635,-2.829
-291.79,-2.923
-296.548,-2.863
-301.559,-2.927
-307.021,-3.077
-312.545,-3.129
-317.582,-2.972
-321.72,-2.64
-324.833,-2.218
-326.965,-1.774
-328.562,-1.48
-329.998,-1.333
-331.232,-1.209
-332.102,-1.04
-332.452,-0.816
-332.112,-0.535
-329.775,-0.193
-321.795,-0.001
-307.091,0.023
-290.815,0.023
-278.914,0.023
-270.635,0.023
-261.84,0.024
-252.545,0.024
-242.662,0.024
-231.414,0.024
-219.182,0.024
-206.351,0.024
-193.043,0.024
-179.649,0.025
-166.035,0.025
-153.069,0.025
-139.491,0.025
-123.899,0.025
-107.544,0.025
-90.888,0.026
-73.602,0.026
-56.722,0.026
-41.621,0.026
-26.554,0.026
-10.625,0.026
5.713,0.026
22.923,0.026
40.207,0.027
58.149,0.027
75.044,0.027
90.558,0.027
105.9,0.027
120.497,0.027
134.598,0.027
147.568,0.028
160.671,0.028
174.765,0.028
187.131,0.028
199.95,0.028
213.273,0.028
224.329,0.028
232.188,0.028
239.085,0.028
248.437,0.029
258.406,0.029
266.472,0.058
273.9,0.56
280.666,1.932
286.924,2.9
292.44,3.048
297.347,2.933
301.778,2.752
306.445,2.783
311.733,2.974
316.947,2.98
321.37,2.717
324.685,2.296
326.896,1.818
328.496,1.49
329.907,1.325
331.122,1.194
331.975,1.023
332.305,0.8
331.95,0.521
329.688,0.184
321.937,-0.004
307.356,-0.028
291.047,-0.029
279.162,-0.029
270.943,-0.029
262.106,-0.029
252.553,-0.029
242.389,-0.029
231.075,-0.029
219.111,-0.029
206.795,-0.029
193.918,-0.029
180.799,-0.03
167.065,-0.03
153.798,-0.03
140.146,-0.03
124.556,-0.03
108.397,-0.03
92.121,-0.03
74.918,-0.031
57.408,-0.031
41.498,-0.031
26.153,-0.031
9.927,-0.032
-6.647,-0.032
-24.066,-0.032
-40.991,-0.032
-57.944,-0.032
-74.725,-0.032
-89.804,-0.032
-104.223,-0.033
-118.415,-0.033
-132.849,-0.033
-146.776,-0.033
-160.51,-0.033
-174.829,-0.033
-187.142,-0.034
-199.708,-0.034
-213.177,-0.034
-224.384,-0.034
-232.288,-0.034
-239.228,-0.034
-248.495,-0.034
-258.377,-0.034
-266.366,-0.059
-273.701,-0.511
-280.301,-1.827
-286.295,-2.784
-291.467,-2.911
-296.195,-2.85
-301.16,-2.911
-306.603,-3.067
-312.169,-3.137
-317.276,-2.999
-321.536,-2.684
-324.773,-2.267
-326.965,-1.809
-328.575,-1.493
-330,-1.334
-331.227,-1.208
-332.102,-1.041
-332.46,-0.82
-332.147,-0.545
-329.993,-0.207
-322.4,-0.006
-308.104,0.023
-291.86,0.023
-279.516,0.023
-270.947,0.023
-262.219,0.023
-252.956,0.024
-243.096,0.024
-231.995,0.024
-219.924,0.024
-207.299,0.024
-194.159,0.024
-180.818,0.024
-167.22,0.024
-154.118,0.025
-140.518,0.025
-124.878,0.025
-108.524,0.025
-92.046,0.025
-74.825,0.025
-57.709,0.026
-42.528,0.026
-27.805,0.026
-11.769,0.026
4.839,0.026
22.392,0.026
39.537,0.026
56.664,0.027
73.712,0.027
89.468,0.027
104.828,0.027
119.529,0.027
133.572,0.027
146.646,0.027
159.565,0.028
173.646,0.028
186.24,0.028
199.009,0.028
212.531,0.028
223.901,0.028
231.832,0.028
238.599,0.028
247.792,0.028
257.874,0.028
266.046,0.052
273.485,0.503
280.276,1.851
286.572,2.875
292.13,3.052
297.075,2.943
301.512,2.754
306.115,2.763
311.358,2.951
316.559,2.97
321.024,2.732
324.448,2.333
326.757,1.857
328.392,1.512
329.821,1.338
331.054,1.206
331.929,1.037
332.286,0.816
331.984,0.543
329.922,0.207
322.671,0.001
308.705,-0.028
292.439,-0.029
280.025,-0.029
271.567,-0.029
262.721,-0.029
253.162,-0.029
243.135,-0.029
231.953,-0.029
219.988,-0.029
207.594,-0.03
194.638,-0.03
181.487,-0.03
167.761,-0.03
154.515,-0.03
141.101,-0.03
125.693,-0.03
109.541,-0.031
93.209,-0.031
75.937,-0.031
58.271,-0.031
42.216,-0.031
27.296,-0.032
11.515,-0.032
-4.9,-0.032
-22.392,-0.032
-39.509,-0.032
-56.512,-0.032
-73.59,-0.032
-89.007,-0.033
-103.497,-0.033
-117.583,-0.033
-131.975,-0.033
-146.093,-0.033
-159.888,-0.033
-174.101,-0.034
-186.442,-0.034
-198.919,-0.034
-212.411,-0.034
-223.966,-0.034
-232.128,-0.034
-238.977,-0.034
-248.058,-0.034
-257.939,-0.035
-265.869,-0.053
-273.165,-0.449
-279.849,-1.733
-285.89,-2.749
-291.102,-2.909
-295.845,-2.851
-300.783,-2.899
-306.169,-3.045
-311.701,-3.121
-316.78,-2.987
-321.044,-2.682
-324.355,-2.29
-326.655,-1.849
-328.305,-1.519
-329.751,-1.352
-331.017,-1.228
-331.945,-1.069
-332.371,-0.852
-332.135,-0.575
-330.179,-0.232
-323.015,-0.012
-309.009,0.022
-292.739,0.023
-280.213,0.023
-271.614,0.023
-262.851,0.023
-253.578,0.024
-243.88,0.024
-232.902,0.024
-220.803,0.024
-208.113,0.024
-194.929,0.024
-181.546,0.024
-167.885,0.024
-154.761,0.024
-141.344,0.025
-125.923,0.025
-109.696,0.025
-93.276,0.025
-76.01,0.025
-58.565,0.026
-43.047,0.026
-28.632,0.026
-13.023,0.026
3.25,0.026
20.532,0.026
37.911,0.026
55.844,0.026
72.944,0.027
88.497,0.027
103.841,0.027
118.515,0.027
132.711,0.027
145.823,0.027
158.723,0.027
172.831,0.028
185.42,0.028
198.093,0.028
211.582,0.028
223.127,0.028
231.289,0.028
237.931,0.028
246.871,0.028
257.084,0.028
265.422,0.045
272.886,0.433
279.693,1.738
286.013,2.829
291.627,3.051
296.62,2.957
301.116,2.774
305.709,2.764
310.948,2.951
316.193,2.985
320.701,2.749
324.16,2.352
326.517,1.882
328.181,1.53
329.634,1.355
330.901,1.227
331.835,1.063
332.268,0.846
332.05,0.574
330.188,0.231
323.318,0.008
309.432,-0.028
293.006,-0.029
280.444,-0.029
272.044,-0.029
263.205,-0.029
253.607,-0.029
243.645,-0.029
232.634,-0.029
220.792,-0.03
208.478,-0.03
195.627,-0.03
182.597,-0.03
169.011,-0.03
155.647,-0.03
142.193,-0.03
126.773,-0.031
110.456,-0.031
94.119,-0.031
77.065,-0.031
59.497,-0.031
43.286,-0.031
28.314,-0.032
12.453,-0.032
-3.876,-0.032
-21.143,-0.032
-38.267,-0.032
-55.313,-0.033
-72.469,-0.033
-87.966,-0.033
-102.481,-0.033
-116.656,-0.033
-131.044,-0.033
-145.207,-0.033
-159.027,-0.034
-173.281,-0.034
-185.564,-0.034
-197.978,-0.034
-211.545,-0.034
-223.342,-0.034
-231.76,-0.034
-238.623,-0.034
-247.473,-0.035
-257.316,-0.035
-265.342,-0.048
-272.703,-0.393
-279.459,-1.639
-285.541,-2.709
-290.771,-2.898
-295.481,-2.833
-300.354,-2.875
-305.703,-3.027
-311.251,-3.122
-316.388,-3.006
-320.71,-2.712
-324.12,-2.335
-326.523,-1.894
-328.208,-1.545
-329.669,-1.365
-330.96,-1.242
-331.917,-1.085
-332.379,-0.871
-332.213,-0.604
-330.461,-0.26
-323.731,-0.02
-310.144,0.022
-293.866,0.023
-280.876,0.023
-272.208,0.023
-263.673,0.023
-254.35,0.023
-244.513,0.023
-233.543,0.024
-221.596,0.024
-209.049,0.024
-195.854,0.024
-182.442,0.024
-168.823,0.024
-155.663,0.024
-142.378,0.024
-127.052,0.025
-110.725,0.025
-94.215,0.025
-77.047,0.025
-59.806,0.025
-44.346,0.025
-29.905,0.026
-14.081,0.026
2.459,0.026
20.062,0.026
37.412,0.026
54.414,0.026
71.477,0.026
87.228,0.026
102.642,0.027
117.748,0.027
132.052,0.027
145.088,0.027
157.78,0.027
171.792,0.027
184.443,0.028
197.195,0.028
210.887,0.028
222.785,0.028
231.151,0.028
237.656,0.028
246.246,0.028
256.442,0.028
264.947,0.041
272.489,0.378
279.355,1.637
285.69,2.782
291.326,3.041
296.335,2.96
300.853,2.781
305.403,2.753
310.615,2.943
315.926,3.008
320.549,2.792
324.086,2.39
326.488,1.906
328.157,1.54
329.604,1.355
330.865,1.225
331.799,1.063
332.243,0.85
332.072,0.587
330.45,0.253
324.202,0.016
310.891,-0.028
294.376,-0.029
281.143,-0.029
272.362,-0.029
263.651,-0.029
254.182,-0.029
244.349,-0.029
233.42,-0.03
221.53,-0.03
209.182,-0.03
196.323,-0.03
183.251,-0.03
169.676,-0.03
156.325,-0.03
143.03,-0.03
127.777,-0.031
111.462,-0.031
94.995,-0.031
77.899,-0.031
60.464,-0.031
44.38,-0.032
29.477,-0.032
13.461,-0.032
-3.161,-0.032
-20.755,-0.032
-38.049,-0.032
-54.917,-0.032
-71.73,-0.033
-87.103,-0.033
-101.571,-0.033
-115.661,-0.033
-129.994,-0.033
-144.263,-0.033
-157.975,-0.034
-172.344,-0.034
-184.903,-0.034
-197.304,-0.034
-210.765,-0.034
-222.724,-0.034
-231.294,-0.034
-237.967,-0.034
-246.625,-0.034
-256.72,-0.035
-264.993,-0.044
-272.356,-0.346
-279.064,-1.54
-285.153,-2.667
-290.478,-2.911
-295.217,-2.848
-300.082,-2.88
-305.417,-3.028
-310.975,-3.128
-316.151,-3.019
-320.528,-2.728
-323.973,-2.352
-326.4,-1.912
-328.118,-1.558
-329.602,-1.374
-330.903,-1.248
-331.88,-1.091
-332.379,-0.88
-332.261,-0.618
-330.683,-0.279
-324.44,-0.028
-311.182,0.022
-294.775,0.023
-281.472,0.023
-272.611,0.023
-264.058,0.023
-254.785,0.023
-245.091,0.023
-234.262,0.023
-222.31,0.024
-209.733,0.024
-196.563,0.024
-183.217,0.024
-169.69,0.024
-156.478,0.024
-143.252,0.024
-128.061,0.025
-111.716,0.025
-95.083,0.025
-77.807,0.025
-60.565,0.025
-45.246,0.026
-30.906,0.026
-15.167,0.026
1.265,0.026
18.646,0.026
36.024,0.026
53.781,0.026
70.877,0.026
86.548,0.026
101.993,0.027
116.703,0.027
130.772,0.027
144.031,0.027
156.894,0.027
171.172,0.027
184.027,0.027
196.451,0.028
209.87,0.028
221.777,0.028
230.474,0.028
237.177,0.028
245.631,0.028
255.85,0.028
264.425,0.037
271.951,0.326
278.869,1.533
285.242,2.733
290.932,3.041
295.96,2.966
300.485,2.788
304.989,2.739
310.145,2.921
315.472,3.009
320.201,2.825
323.88,2.442
326.386,1.955
328.105,1.567
329.565,1.368
330.849,1.235
331.809,1.073
332.279,0.86
332.143,0.601
330.666,0.27
324.802,0.023
311.792,-0.028
295.217,-0.029
281.774,-0.029
272.988,-0.029
264.434,-0.029
255.006,-0.029
245.186,-0.03
234.244,-0.03
222.34,-0.03
209.968,-0.03
197.001,-0.03
183.904,-0.03
170.448,-0.03
157.058,-0.03
143.79,-0.03
128.709,-0.031
112.554,-0.031
96.243,-0.031
79.209,-0.031
61.593,-0.031
45.239,-0.032
30.34,-0.032
14.585,-0.032
-1.634,-0.032
-18.917,-0.032
-36.162,-0.032
-53.071,-0.033
-70.358,-0.033
-86.241,-0.033
-100.867,-0.033
-114.893,-0.033
-129.049,-0.034
-143.361,-0.034
-157.17,-0.034
-171.568,-0.034
-184.248,-0.034
-196.502,-0.034
-209.84,-0.034
-221.955,-0.034
-230.825,-0.034
-237.557,-0.035
-246.016,-0.035
-256.116,-0.035
-264.528,-0.042
-271.956,-0.311
-278.773,-1.474
-284.93,-2.644
-290.293,-2.916
-295.05,-2.852
-299.905,-2.877
-305.219,-3.021
-310.773,-3.125
-315.975,-3.031
-320.418,-2.754
-323.922,-2.375
-326.388,-1.926
-328.103,-1.56
-329.566,-1.369
-330.87,-1.246
-331.863,-1.095
-332.383,-0.888
-332.295,-0.629
-330.856,-0.292
-325.027,-0.033
-312.164,0.021
-295.692,0.023
-282.105,0.023
-273.231,0.023
-264.739,0.023
-255.474,0.023
-245.779,0.023
-234.895,0.023
-222.88,0.023
-210.311,0.024
-197.237,0.024
-183.932,0.024
-170.418,0.024
-157.224,0.024
-144.11,0.024
-129.044,0.024
-112.835,0.025
-96.393,0.025
-79.22,0.025
-61.735,0.025
-45.905,0.025
-31.461,0.025
-15.858,0.026
0.374,0.026
17.721,0.026
35.117,0.026
52.115,0.026
69.298,0.026
85.441,0.026
101.002,0.027
115.977,0.027
130.175,0.027
143.487,0.027
156.157,0.027
170.197,0.027
183.146,0.027
195.614,0.028
209.035,0.028
221.055,0.028
229.897,0.028
236.606,0.028
244.925,0.028
255.212,0.028
263.926,0.034
271.517,0.29
278.495,1.455
284.921,2.703
290.696,3.052
295.751,2.978
300.287,2.796
304.763,2.734
309.916,2.92
315.258,3.014
320,2.828
323.706,2.451
326.267,1.974
327.999,1.576
329.461,1.369
330.757,1.237
331.735,1.082
332.238,0.874
332.141,0.618
330.768,0.288
325.171,0.03
312.635,-0.027
296.355,-0.029
282.684,-0.029
273.693,-0.029
265.138,-0.029
255.728,-0.029
245.868,-0.03
234.842,-0.03
222.895,-0.03
210.643,-0.03
197.839,-0.03
184.821,-0.03
171.453,-0.03
158.036,-0.031
144.796,-0.031
129.745,-0.031
113.566,-0.031
97.31,-0.031
80.383,-0.031
62.728,-0.031
46.117,-0.032
31.13,-0.032
15.489,-0.032
-0.709,-0.032
-17.915,-0.032
-35.282,-0.033
-52.339,-0.033
-69.504,-0.033
-85.302,-0.033
-99.979,-0.033
-114.131,-0.033
-128.354,-0.033
-142.709,-0.034
-156.409,-0.034
-170.751,-0.034
-183.459,-0.034
-195.519,-0.034
-208.808,-0.034
-221.068,-0.034
-230.27,-0.034
-237.282,-0.034
-245.659,-0.035
-255.639,-0.035
-264.028,-0.041
-271.481,-0.276
-278.356,-1.393
-284.556,-2.606
-289.983,-2.92
-294.743,-2.855
-299.563,-2.868
-304.85,-3.008
-310.41,-3.121
-315.666,-3.046
-320.161,-2.775
-323.714,-2.396
-326.238,-1.949
-327.976,-1.575
-329.44,-1.378
-330.76,-1.256
-331.788,-1.109
-332.343,-0.906
-332.312,-0.655
-331.059,-0.327
-325.605,-0.048
-313.036,0.02
-296.618,0.023
-282.881,0.023
-273.883,0.023
-265.418,0.023
-256.116,0.023
-246.368,0.023
-235.514,0.023
-223.572,0.023
-211.127,0.023
-198.115,0.024
-184.794,0.024
-171.302,0.024
-158.002,0.024
-144.916,0.024
-130.019,0.024
-113.902,0.025
-97.506,0.025
-80.353,0.025
-62.777,0.025
-46.872,0.025
-32.492,0.026
-17.067,0.025
-0.989,0.026
16.271,0.026
33.841,0.026
51.728,0.026
69.09,0.026
84.679,0.026
99.978,0.027
114.784,0.027
129.048,0.027
142.771,0.027
155.682,0.027
169.585,0.027
182.407,0.027
194.754,0.027
208.309,0.028
220.598,0.028
229.545,0.028
236.347,0.028
244.632,0.028
254.891,0.028
263.582,0.033
271.138,0.255
278.131,1.365
284.533,2.64
290.305,3.029
295.373,2.972
299.935,2.799
304.37,2.721
309.453,2.895
314.796,3.008
319.609,2.85
323.417,2.49
326.066,2.013
327.845,1.602
329.327,1.383
330.641,1.252
331.654,1.102
332.205,0.897
